dimension,threads,row_time,column_time
64,1,.00005143880850000000,.00005203485500000000
64,2,.00078606605525000000,.00053596496600000000
64,4,.00089800357850000000,.00066548585900000000
64,8,.00914478302000000000,.00369328260400000000
64,16,.00773906707750000000,.00348377227775000000
