dimension,threads,row_time,column_time
1024,1,.00342655181875000000,.00585955381375000000
1024,2,.00853323936450000000,.00870054960250000000
1024,4,.00550824403775000000,.00682026147825000000
1024,8,.03883868455900000000,.02520525455475000000
1024,16,.08308851718900000000,.04634922742850000000
