dimension,threads,row_time,column_time
16384,1,.68923842906950000000,4.51331752538675000000
16384,2,1.37508827447900000000,5.01725280284900000000
16384,4,.76821452379225000000,2.77885377407100000000
16384,8,1.12218075990675000000,3.04685080051425000000
16384,16,2.07206499576550000000,3.34864777326575000000
