dimension,threads,row_time,column_time
64,1,.00002717971775000000,.00002694129925000000
64,2,.00070375204075000000,.00043952465050000000
64,4,.00091505050650000000,.00064498186125000000
64,8,.00729531049725000000,.00436472892775000000
64,16,.01149654388425000000,.00627356767650000000
