dimension,threads,row_time,column_time
1024,1,.00352579355225000000,.00586670637125000000
1024,2,.00382196903225000000,.00453102588650000000
1024,4,.00335794687275000000,.00314235687250000000
1024,8,.02921169996250000000,.02158272266400000000
1024,16,.08376747369775000000,.04318904876700000000
