dimension,threads,row_time,column_time
4096,1,.04343158006650000000,.14056199789050000000
4096,2,.23175305128100000000,.40370208024975000000
4096,4,.25178575515750000000,.33476847410200000000
4096,8,.32714819908125000000,.36718660593050000000
4096,16,.49212551116975000000,.42988699674600000000
