dimension,threads,row_time,column_time
64,1,.00003826618200000000,.00003969669325000000
64,2,.00054246187225000000,.00039404630650000000
64,4,.00072354078275000000,.00055742263775000000
64,8,.00537699461000000000,.00314450263975000000
64,16,.01209574937825000000,.00682699680350000000
